	0
campaign	110
campaigning	1
campaigningdeprive	1
campbel	4
camper	1
camping	2
campolo	1
campos	1
campus	5
canada	117
canadas	1
canadian	33
canadians	2
canal	365
canala	1
canalization	2
canary	2
cancel	25
cancelation	19
cancer	26
candid	27
candidacy	2
candidate	38
candidly	3
candler	1
candor	26
cane	4
canerie	1
caney	1
canif	1
canister	1
canker	1
canoe	1
canon	12
canot	408
canotand	1
canraise	1
canton	11
cantonal	1
canvas	14
canwe	1
canyon	7
cap	12
capability	55
capable	88
capacious	3
capacity	265
capacitymodernize	1
cape	21
caper	2
capita	27
capital	582
capitalism	2
capitalist	51
capitalistic	3
capitalization	4
capitalwhich	1
capitol	39
capitulate	1
capitulation	5
caprice	2
capricious	2
capt	2
captain	65
captive	8
captivity	7
captor	1
capture	108
car	75
caraca	1
caracas	12
caravan	3
caravans	3
caravel	1
carbon	10
card	17
cardena	2
cardinal	17
care	728
careful	251
carefuly	120
caregiver	1
carele	10
carelesly	1
carelesne	3
carer	68
cargo	62
cargoe	18
cari	11
cariage	28
caribean	34
carie	289
carier	41
caring	1
carl	2
carlisle	4
carlos	5
carmi	1
carnage	4
carnot	1
carol	1
carolina	30
caroline	8
carpenter	3
carpet	2
cartel	8
carter	9
carthage	1
carve	4
carver	1
carving	1
cary	281
carye	215
carying	29
caryn	1
caryover	1
cas	3
casablanca	2
case	1060
caseload	1
casemate	2
casesthat	1
cash	86
cashier	3
casino	1
cask	5
casket	1
cast	47
castine	2
casting	1
castle	2
castro	3
casual	14
casualty	18
casuist	1
casus	1
catacazy	2
catalogue	4
catalyst	5
catalyze	1
cataract	1
catastrophe	14
catastrophic	12
catch	36
catchword	1
categorical	3
categoricaly	1
category	21
caterpilar	2
catholic	31
catle	60
caucus	2
cause	915
causeshuman	1
causesthe	1
caution	34
cautionary	1
cautious	11
cautiously	8
cavalry	28
cavalryman	2
cavaly	1
cave	3
caveat	2
cavil	1
cavite	5
cd	4
cdbg	3
ce	1
cease	152
ceasele	8
ceaselesly	4
ceasing	1
cedar	4
cede	57
ceded	1
ceiling	18
cel	19
celebrate	45
celebrated	3
celebration	43
celebrity	2
celerity	4
celestine	1
celestino	1
cement	17
cemetery	8
censor	1
censorship	3
censurable	1
censure	7
census	105
cent	602
centenary	1
centenial	26
center	106
centerpiece	2
centerwith	1
centime	2
centof	1
central	273
centrality	1
centralization	7
centralize	5
centralized	7
centraly	1
centre	1
centrifuge	1
centum	6
century	373
ceo	10
cereal	7
cerebral	1
ceremonial	1
ceremony	12
cero	1
certain	746
certainly	159
certaintly	1
certainty	53
certifiably	1
certificate	110
certification	8
certify	14
certiorari	1
ceruti	3
cervera	4
cesation	26
cesion	62
ceta	1
cf	1
cfr	1
chad	2
chafe	3
chagre	8
chain	18
chair	8
chairman	21
chairmanship	3
chalenge	328
chalenger	1
chalenges	1
chalengesto	1
chamber	153
chamberover	1
chambers	1
chamizal	6
champagne	1
champerico	1
champion	16
championship	2
champlain	1
chance	186
chancelor	3
chanel	99
chang	2
change	1008
changeand	2
changed	2
changer	1
changesince	1
changeswhich	1
chant	3
chao	1
chaos	29
chaosor	1
chaotic	3
chap	3
chapele	1
chaplain	5
chapter	16
character	649
characteristic	26
characteristicaly	1
characterize	59
characterized	1
characterthis	1
charg	11
charge	468
chargeable	20
charger	2
chargy	1
chariot	1
charitable	17
charity	45
charle	1
charles	11
charleston	17
charlestown	2
charlie	1
charlote	2
charmed	2
charming	1
chart	24
charta	1
charter	103
chase	11
chasten	1
chastened	1
chastening	1
chastise	5
chastisement	4
chastity	1
chat	2
chatanoga	1
chauncey	1
che	1
cheap	85
cheapen	12
cheapening	2
cheaply	5
cheapne	5
cheat	2
cheater	1
chechnya	1
check	172
checker	1
checkered	1
checklist	1
checkup	1
chek	6
chemical	44
chemist	1
chemistry	5
chemo	1
chemotherapy	1
chenault	1
cheney	8
cheque	1
cher	3
chere	13
cherey	3
cherful	10
cherfulne	3
cherfuly	25
chering	2
cherish	87
cherished	10
cherislied	1
cherle	1
cheroke	34
chery	2
chesapeake	16
chese	2
chesie	1
chesman	1
chest	1
chester	4
chestnut	1
chew	3
cheyene	6
chi	2
chiang	2
chicago	32
chickamauga	4
chickasaw	15
chide	1
chief	282
chiefly	80
chiefs	1
chieftain	1
chieve	1
chihuahua	5
child	824
childbearing	1
childcare	8
childeren	1
childhod	13
children	3
childrenal	1
childreni	1
childrens	1
childrento	1
chile	81
chilean	22
chili	10
chilian	1
chilkot	2
chimerical	1
china	383
chinaman	8
chincha	1
chinchow	1
chinese	206
ching	2
chip	11
chipewa	1
chipeway	1
chiricahua	1
chiriqui	1
chiseler	1
chivalrous	2
choctaw	16
choice	204
choicest	1
choicethey	1
choke	8
choking	1
cholera	7
choose	171
chop	1
chorus	2
chose	84
chosenese	1
chosing	3
chow	2
chris	2
christ	1
christendom	12
christi	4
christian	31
christianity	6
christianize	2
christians	3
christina	1
christmas	11
christmastide	1
christopher	1
chronic	11
chronicaly	3
chrysler	4
chuen	1
chungke	1
church	51
churchil	12
churn	1
churubusco	1
chute	1
cia	2
cienfuego	2
cigar	5
cigarete	8
cinabar	1
cincinati	3
cindy	3
cipher	1
circle	23
circleand	1
circuit	82
circuitous	2
circular	8
circulate	69
circulating	1
circulation	231
circumference	2
circumnavigate	1
circumnavigation	1
circumscribe	4
circumspection	5
circumstance	409
cisneros	1
citadel	1
cite	6
cities	1
citiesremain	1
citiesthose	1
citizen	2079
citizenbefore	1
citizenportray	1
citizenry	3
citizenship	169
citizensi	1
citizensthe	1
citrus	1
city	604
civic	17
civil	609
civilian	86
civility	2
civilization	202
civilize	8
civilized	200
civilizer	1
civilizing	2
cj	5
cla	366
claim	1066
claimable	1
claimant	94
claimants	1
clair	1
clamor	10
clamorous	1
clamorously	1
clandestine	1
clandestinely	2
clangor	2
clap	2
clara	1
clarification	4
clarify	9
clarity	3
clark	5
clarke	3
clas	19
clase	151
clash	9
clasification	31
clasifie	56
clasify	3
clasifye	6
clasman	1
clasmate	2
clasrom	39
claude	1
claus	1
clause	67
clav	1
clay	7
clays	1
clayton	13
cle	3
clean	141
cleaner	5
cleaning	1
cleanline	3
cleanse	3
cleansing	2
cleanup	5
clear	330
clearance	12
clearfrom	1
clearing	6
clearly	173
clearne	6
clearthe	1
clearto	1
cleavage	3
cleland	1
clem	1
clemency	6
clemente	1
cleo	1
clergy	1
clergyman	1
clerical	16
clerk	50
clerksâ	1
clerkship	3
cleveland	17
clever	2
cleverly	1
click	1
client	4
climate	77
climatic	2
climax	2
climb	7
clime	5
clinch	1
cling	5
clinic	3
clinical	1
clinton	15
clip	3
cliper	1
cloak	4
clock	4
clod	1
clog	8
cloged	1
cloister	1
cloning	4
close	538
closed	8
closely	82
closene	1
closing	20
closure	2
cloth	6
clothe	34
clothing	22
cloud	12
clouded	2
cloudy	1
clove	1
clown	1
club	1
clung	1
cluster	3
clutch	1
clutere	1
co	34
coach	8
coahuila	2
coal	129
coalesce	1
coaling	3
coalition	33
coamo	1
coarse	1
coast	435
coastal	5
coaster	1
coastguardsman	1
coasting	2
coastland	1
coastline	1
coastwise	20
coat	1
cobra	1
coburg	1
coburn	1
cocaine	4
cochair	1
cocktail	1
cocoa	1
cocon	1
cod	4
code	74
codification	8
codify	4
coequal	3
coerce	9
coercion	14
coercive	2
coeur	1
coeval	4
coexist	1
coexistence	1
coextensive	4
cofe	47
cofer	3
cofin	1
cog	1
cogency	1
cogent	6
cogently	2
cognizable	4
cognizance	12
cognizant	3
cohabitation	2
cohen	2
coherent	6
cohesion	7
cohesive	3
coil	1
coin	177
coinage	117
coincide	6
coincidence	1
coincident	4
coincidentaly	1
coincidently	2
cok	3
col	16
colaborate	3
colaboration	9
colaborative	1
colapse	23
colapsing	1
colapsingone	1
colar	2
colate	2
colateral	9
cold	63
coldblode	1
coldne	1
cole	4
coleague	19
colect	50
colecte	140
colected	2
colectible	1
colection	144
colective	54
colectively	7
colector	30
colege	213
colegeleaving	1
colerain	1
coli	1
colidge	6
colie	11
colier	9
colin	4
colision	69
colne	3
colombia	96
colombian	24
colon	7
colonel	21
colonial	65
colonialism	3
colonie	1
colonist	3
colonization	22
colonize	10
colonizing	3
colony	145
coloquial	1
color	52
colorado	50
colored	55
colosal	8
columbia	188
columbian	4
columbine	2
columbus	2
column	6
colusion	1
colusive	2
colusively	1
coly	1
com	1
coma	1
comanche	2
comand	227
comandant	3
comande	73
comander	135
comanding	22
comandment	1
comando	1
combat	68
combatant	11
combination	186
combine	125
combined	11
combiner	1
combustion	1
come	1112
comea	1
comeface	1
comeis	1
comemorate	8
comemoration	8
comemorative	3
comence	162
comenced	1
comencement	93
comend	150
comendable	15
comendation	18
comende	51
comensurate	39
coment	29
comentarie	2
comentary	5
comentator	1
comente	7
comenting	2
comer	1
comerce	1087
comercial	664
comercialy	7
comerical	1
cometh	1
comformably	1
comfort	93
comfortable	15
comfortably	1
comforting	1
coming	10
comingle	1
comingling	2
comisariat	1
comisary	10
comiseration	1
comision	886
comisione	25
comisioner	490
comisioners	3
comisioning	1
comit	57
comital	1
comitatus	8
comite	511
comited	12
comiting	5
comitment	202
comitmentsthese	1
comity	10
comodious	7
comoditie	65
comodity	35
comodore	16
comon	595
comonfort	3
comonly	28
comonsense	12
comonwealth	23
comotion	6
comp	1
compa	8
compact	64
compactne	1
companion	12
companionship	2
company	433
comparable	7
comparative	33
comparatively	64
compare	159
comparison	39
compartment	2
compas	3
compase	2
compasion	37
compasionate	15
compatibility	1
compatible	31
compatriot	1
compel	144
compeling	1
compendium	1
compensate	41
compensating	1
compensation	216
compensatory	2
comper	1
compete	87
competence	10
competency	12
competent	112
competition	266
competitionfor	1
competitive	106
competitively	1
competitivene	9
competitor	41
compilation	2
compile	6
complacency	10
complacent	4
complacently	2
complain	59
complainant	4
complaining	1
complains	1
complaint	135
complement	14
complete	619
completed	1
completedthe	1
completely	82
completene	6
completing	1
completion	132
complex	64
complexion	2
complexity	19
compliance	74
complicate	8
complicated	49
complication	30
complicit	1
complicity	6
compliment	4
complishe	1
comply	71
complying	1
component	16
comport	16
compose	106
composeda	1
composer	1
composite	1
compositeur	2
composition	10
composure	1
compound	10
compounded	1
comprehend	29
comprehension	5
comprehensive	197
comprehensively	3
comprehensivene	2
comprese	4
comprise	36
compromise	93
compromisedeply	1
compromit	2
compromite	3
compromitment	1
comptroler	18
compulsion	5
compulsorily	1
compulsory	34
computation	2
compute	9
computer	20
computerize	1
computing	1
comrade	13
comradeship	2
comune	1
comunicable	1
comunicate	209
comunication	367
comunism	45
comunist	108
comunistif	1
comunitie	263
comunitiesand	1
comunity	416
comunityand	1
comunityinclude	1
comunityrural	1
comunitytwo	1
comunization	1
comunize	1
comutation	5
comute	4
comuter	1
con	4
conataine	1
conceal	18
concealment	2
concede	71
concededly	1
conceivable	4
conceive	50
concentrate	58
concentrated	15
concentration	46
concept	22
conception	22
conceptscomon	1
concern	559
concernbut	1
concerned	45
concernment	4
concert	38
concerted	17
concesion	91
concesionary	1
concesions	1
conciliate	10
conciliation	53
conciliatory	19
concise	1
concisely	1
conclude	286
conclusion	210
conclusive	33
conclusively	19
concoct	1
concomitant	1
concord	11
concourse	4
concrete	15
concur	102
concurence	39
concurent	23
concurently	3
condemn	57
condemnation	36
condense	2
condensed	1
condescend	1
condign	4
condition	1579
conditional	5
conditionaly	2
condolence	6
condominium	1
condone	5
conduce	13
conducive	17
conduct	430
conducting	1
conductor	2
conduit	1
conect	40
conecte	195
conected	3
conecticut	6
conection	259
confe	3
confederacy	45
confederate	13
confederated	1
confederation	39
confer	182
conference	387
conferment	3
confese	5
confesedly	5
confesion	8
confide	42
confidence	359
confident	107
confidential	10
confidently	107
confine	139
confined	1
confinement	22
confirm	106
confirmation	25
confirming	1
confiscate	11
confiscation	17
confiscatory	1
conflagration	2
conflict	296
conflictbut	1
conflicting	16
conform	48
conformable	6
conformably	8
conformity	68
confound	9
confront	96
confrontation	13
confuse	8
confused	4
confusing	4
confusion	34
confusionby	1
cong	1
congenial	12
conger	5
congerie	1
congest	5
congested	3
congestion	15
congo	8
congratulate	65
congratulation	53
congre	5027
congregation	4
congres	44
congresa	2
congresand	1
congresas	1
congresdemocrat	1
congrese	17
congresinde	1
congresional	125
congresionaly	1
congresman	24
congresmanalong	1
congresmen	1
congresmore	1
congressuch	1
congreswas	1
congreswoman	2
conic	1
coning	2
conivance	2
conive	1
conjectural	1
conjecture	12
conjointly	1
conjugal	1
conjunction	20
conjuncture	2
conquer	21
conquered	4
conqueror	7
conquest	61
conrad	1
conrail	3
conscience	55
consciencele	2
conscienceles	1
conscientious	19
conscientiously	4
conscious	30
consciously	4
consciousne	20
consciousnes	3
conscript	1
conscription	2
consecrate	9
consecutive	5
consensus	11
consent	178
consequence	322
consequent	56
consequential	3
consequently	48
conservancy	1
conservation	131
conservatism	3
conservative	25
conservatively	1
conservator	1
conserve	33
consider	567
considerable	257
considerably	38
considerate	20
considerately	3
consideratene	1
consideration	1173
considerationand	1
consign	7
consignment	2
consist	173
consistency	5
consistent	118
consistently	43
consisting	1
consistof	1
consol	1
consolation	7
consolatory	1
console	8
consolidate	44
consolidated	10
consolidation	90
consoling	2
consonance	5
consonant	6
consortium	1
conspectus	1
conspicuous	23
conspicuously	12
conspiracie	1
conspiracy	22
conspirator	2
conspire	4
constable	2
constabulary	3
constancy	3
constant	182
constantinople	8
constantly	194
constelation	1
constituency	13
constituent	76
constitute	224
constituted	11
constitution	946
constitutional	354
constitutionality	22
constitutionaly	17
constrain	43
constraint	8
construct	112
construction	591
constructionthe	1
constructionto	1
constructive	82
constructively	2
constructor	5
construe	32
construed	1
construer	1
consul	97
consular	142
consulate	18
consult	46
consultation	33
consultative	6
consulted	1
consulting	3
consumate	26
consumation	31
consume	65
consumer	151
consumerrequire	1
consumerto	1
consuming	1
consumption	72
contact	30
contagion	6
contagious	22
contain	317
containment	3
contaminate	3
contemn	1
contemplate	180
contemplated	15
contemplating	1
contemplation	26
contemporaneous	4
contemporaneously	2
contemporary	3
contempt	15
contemptible	1
contemptuous	1
contemptuously	2
contend	56
contending	3
content	61
contented	4
contentedly	1
contention	33
contentious	4
contentment	16
contentsal	1
conterminous	3
contest	128
contestant	3
contested	2
context	4
contextual	1
contiguity	4
contiguous	27
continence	1
continent	192
continental	43
contingency	46
contingent	24
contingently	1
continual	16
continualy	33
continuance	135
continuation	38
continue	1511
continued	64
continuedand	1
continuesand	1
continuity	13
continuous	36
continuously	19
contour	1
contpnt	1
contraband	20
contract	342
contracting	23
contraction	21
contractoften	1
contractor	25
contractual	7
contradict	3
contradiction	3
contradictory	5
contrary	113
contrast	39
contravene	6
contravention	9
contrera	1
contribute	230
contributing	2
contribution	160
contributionsto	1
contributor	8
contributory	12
contrivance	2
contrive	2
control	862
controlable	1
controling	1
controlsto	1
controversial	3
controversy	158
controvert	6
controvertible	1
contumaciously	1
contumacy	1
convalesce	1
convene	40
convenience	60
convenient	71
conveniently	6
convening	2
convention	628
conventional	43
conversant	4
conversation	7
conversely	2
conversion	13
convert	63
convertibility	5
convertible	14
convey	44
conveyance	11
conveying	2
convict	47
convicti	1
conviction	183
convince	66
convinced	57
convincing	5
convincingly	2
convocation	5
convoke	4
convoy	5
convulse	8
convulsion	15
convulsive	1
cop	5
copartner	1
copay	1
cope	20
copenhagen	3
coper	12
coperate	130
coperation	371
coperative	84
coperatively	1
copere	4
copious	1
copout	1
copy	81
copying	1
copyright	35
coquimbo	1
coral	3
corcoran	1
cord	3
cordial	101
cordiality	18
cordialy	46
cordinate	41
cordinated	2
cordination	26
cordinative	1
cordinator	6
cordon	1
cordray	1
core	14
corect	93
corecte	40
corection	19
corectional	3
corective	12
corectly	5
corectne	11
coregidor	3
corelate	1
corelation	2
corelative	2
corespond	16
coresponde	78
corespondence	155
corespondency	1
corespondent	4
coresponding	26
corespondingly	5
coreta	1
corey	4
coridor	2
coriente	1
corinto	1
corn	23
cornel	1
cornelius	1
corner	24
corneri've	1
cornerstone	9
coroborate	1
corode	1
corolarie	3
corolary	5
coronation	7
corosive	2
corp	96
corporal	5
corporate	68
corporation	384
corporations	1
corporator	1
corps	115
corpsor	1
corpus	12
corte	7
corti	1
corupt	24
corupte	8
coruption	43
coruptionist	3
coruptly	2
cory	7
cosa	2
cosign	1
cosmetic	1
cost	846
costa	47
costco	1
costly	54
costsbut	1
coterie	1
coterminous	3
coton	67
couch	3
cough	1
could	1124
coule	1
council	126
councilor	1
counsel	102
counseling	2
counselor	4
count	48
counta	1
countenance	30
counter	27
counteract	9
counteraction	2
counteragitation	1
counteratack	1
counterbalance	4
counterfeit	1
counterpart	2
counterterorism	2
countervail	12
counting	1
countle	24
countriessuplying	1
country	4423
countryamong	1
countryman	66
countrys	3
countryside	8
county	58
coup	3
couple	28
coupler	5
coupling	2
coupon	1
courage	136
courageous	12
courageously	5
course	746
court	871
courteous	5
courteously	3
courtesy	21
courthouse	2
courts	1
courtsand	1
covenant	28
covenanted	1
coventry	1
cover	186
coverage	95
covered	1
covering	2
covert	1
covet	7
covetous	1
covetousne	1
cow	1
coward	3
cowardice	2
cowardly	4
cowboy	2
coyote	2
cpr	1
crabe	1
crack	8
cradle	1
craft	16
crafty	2
cragin	1
craig	2
cramp	5
crampton	1
craney	2
cranston	1
crash	10
crate	1
crave	2
craven	4
crawford	1
crawl	1
crazy	1
cre	22
cream	1
crease	2
create	674
creation	120
creative	19
creatively	1
creativity	8
creator	16
creature	18
cred	14
credence	4
credential	14
credibility	5
credible	3
credibly	3
credit	435
creditable	22
creditably	1
creditor	70
creditors	1
credulous	1
creep	1
crek	35
creole	1
crep	3
crepe	1
crescent	1
crest	2
crew	50
cridler	1
crier	1
crigspeculiarly	1
crime	348
crimean	1
criminal	214
criminality	12
criminaly	1
crimination	1
criminologist	1
criple	28
cripling	4
criscro	1
crise	1
crisis	174
crisisthe	2
cristobal	1
criterion	6
critic	10
critical	96
criticaly	9
criticise	4
criticism	53
criticize	5
cro	39
croix	9
crok	3
croke	1
croked	1
crop	126
cros	6
crosbred	1
crose	19
crosing	12
crosroad	2
crosroadsa	1
crow	2
crowd	20
crowded	13
crowding	1
crowe	1
crowley	1
crown	42
crowning	1
crozier	1
crucial	28
crucialy	2
crucible	1
crude	16
cruder	1
crudest	1
cruel	32
cruelty	21
cruely	4
cruise	38
cruiser	119
cruising	3
crumble	12
crunch	3
crusade	6
crush	31
crushing	1
crusier	1
crust	1
crutch	2
cruz	12
cry	24
crying	1
crypt	1
crystal	1
crystalize	2
cuba	296
cuban	68
cubans	15
cubic	9
cuckos	1
cucumber	1
cuelar	1
cuevas	2
culebra	5
culminate	11
culmination	3
culom	1
culpability	1
culpable	3
culprit	3
cult	1
cultivate	79
cultivation	63
cultivator	3
cultural	14
culture	48
cultured	2
cumber	1
cumberland	8
cumbersome	2
cuming	2
cumulative	7
cumulatively	1
cuning	3
cuningly	1
cup	3
cupidity	5
cur	1
curable	1
curant	2
curb	15
curbing	1
cure	54
curencie	4
curency	374
curent	316
curently	9
curfew	1
curicula	2
curiculum	5
curious	2
curse	5
curtail	23
curtailing	1
curtailment	19
curtain	7
curtis	1
cury	1
cus	1
cushe	1
cushing	1
cushion	5
cushman	1
custodial	1
custodian	3
custody	25
custom	231
customarily	1
customary	16
customer	18
customhouse	5
customs	16
cut	433
cutback	2
cuter	9
cuting	17
cutler	1
cutof	1
cutover	2
cvs	1
cyane	6
cyber	6
cyberatack	1
cyberspace	1
cycle	17
cyclical	4
cyclicality	1
cyclone	1
cymbal	1
cynic	5
cynical	5
cynicism	9
cyprus	4
cyrenaica	1
cyrus	1
cystic	2
czar	11
czars	1
czech	1
czechoslovakia	7
da	1
dachau	2
dad	10
dady	1
d'afaire	1
d'afaires	42
dahlberg	1
dailine	1
daily	99
daiquiri	1
dairy	9
dairyman	2
dakota	15
dalas	1
dale	1
d'alene	1
dales	1
d'alesandro	1
dalton	1
dalye	1
dam	25
damage	99
damaged	3
damaging	5
damascus	1
dame	1
damp	1
dan	3
dance	1
dancer	1
danger	437
dangerevery	1
dangerous	177
dangerously	5
dangersneither	1
daniel	6
danish	8
danube	2
danubian	1
dany	1
dardanele	1
dare	24
darfur	1
darien	6
daring	13
daringthat	1
dark	18
darken	3
darkest	1
darkne	5
darmstadt	1
dart	2
dash	2
data	1
date	294
datea	1
datum	23
daughter	22
daunt	1
daunting	1
dauphin	1
dauphine	1
david	11
davidson	1
davis	4
davisjamiel	1
dawe	1
dawes	3
dawn	12
dawning	1
day	1132
daybreak	1
daythe	1
dazle	1
dc	13
de	70
dead	32
deadbeat	1
deaden	1
deadening	1
deadline	6
deadlock	1
deadly	24
deadthat	1
deadweight	1
deadwod	2
deaf	4
deafen	1
deal	406
dealer	15
dealing	37
dealth	1
dean	9
dear	42
dearest	1
dearly	10
dearth	2
death	166
deathles	1
debar	5
debarkation	1
debase	4
debased	1
debasement	1
debatable	7
debate	92
debater	1
debauch	4
debauchery	1
debenture	5
debilitate	1
debit	4
debouch	1
debra	2
debras	1
debris	1
debt	817
debtor	40
debts	2
dec	1
decade	199
decadein	1
decadence	3
decadent	2
decatur	2
decay	24
decaying	1
decease	7
deceased	13
deceit	1
deceive	17
december	208
decency	26
decenial	12
decent	71
decently	5
decentralization	1
decentralize	1
deception	8
deceptive	5
decide	238
decided	2
decidedly	8
decimal	1
decimate	1
decision	375
decisionmake	4
decisionmaking	1
decisionwhatever	1
decisive	45
decisively	9
decisivene	1
deck	1
decker	1
declamation	4
declamatory	1
declaration	107
declarative	1
declaratory	2
declare	280
decline	172
decode	1
decomposed	1
decontrol	4
decorate	3
decre	92
decrease	154
decree	1
decrepit	1
decry	1
ded	41
dedicate	27
dedicated	8
dedication	21
deduce	1
deducible	1
deduct	39
deductible	2
deduction	25
deface	1
defacement	1
defacto	1
defalcation	3
defame	1
default	15
defaulted	2
defaulter	1
defeat	125
defeated	1
defeatism	5
defect	77
defection	1
defective	26
defectivene	2
defector	2
defend	180
defendant	16
defender	13
defense	744
defensea	2
defensele	17
defensethe	1
defensible	2
defensive	51
defer	37
deferal	1
deference	13
deferment	2
defiance	32
defiant	2
deficiency	129
deficient	19
deficit	299
definable	1
define	119
defining	7
definite	102
definitely	45
definitene	3
definition	24
definitive	28
definitively	6
deflation	9
deflationary	2
deforest	2
deforestation	9
defraud	11
defrauding	1
defray	51
defrayment	1
defuse	1
defy	20
degenerate	10
degenerated	1
degradation	12
degrade	9
degraded	1
degrading	6
degre	282
deign	1
deity	1
del	9
delagoa	4
delano	12
delaware	28
delay	364
delayed	1
delaying	2
delegate	119
delegates	1
delegation	16
deleterious	4
deliberate	59
deliberately	19
deliberation	102
deliberative	4
delicacy	11
delicate	48
delight	8
delighted	1
delimitation	5
delineation	1
delinquency	11
delinquent	8
d'elite	1
deliver	130
deliverance	1
deliverer	1
delivery	96
delta	7
delude	11
deluded	2
deluge	2
delusion	14
delusive	10
dem	109
demagog	6
demagogic	3
demagogue	10
demagogy	3
demand	840
demanding	5
demar	1
demarcation	18
deme	248
demean	2
demeaning	2
demeanor	1
demed	2
demerit	1
deming	1
demise	2
demobilization	14
demobilize	1
democracy	224
democracya	1
democracyto	1
democrat	11
democratic	136
democraticaly	2
democratization	2
democrats	59
demolish	6
demon	1
demonize	1
demonstrable	1
demonstrably	1
demonstrate	177
demonstrated	1
demonstrating	1
demonstration	45
demonstrative	2
demoralization	14
demoralize	15
demoralizing	3
demurer	1
denature	3
denby	1
deng	1
denial	34
denisha	3
denmark	57
denominate	5
denomination	23
denote	2
denounce	24
denouncement	2
dense	9
densely	2
density	4
dental	4
dentist	3
dentistsand	1
denudation	1
denude	3
denunciation	5
denver	1
deny	165
dep	155
depart	32
departmeat	1
department	1777
departmenta	2
departmental	29
departments	5
departure	50
depen	4
depend	277
dependable	12
depended	1
dependence	62
dependency	25
dependent	138
depending	1
dependsinduce	1
depene	7
deper	29
depestre	1
depict	3
deplete	18
depletion	5
deplorable	29
deplorably	1
deplore	18
deploy	21
deployable	1
deployment	14
deply	104
depopulate	2
depopulated	1
deport	6
deportation	15
deportment	4
deposit	213
deposited	1
deposition	2
depositor	24
depository	36
depot	23
deprave	1
depraved	3
depravity	1
depre	6
deprecate	17
deprecation	1
depreciate	20
depreciated	4
depreciation	27
depredate	2
depredation	64
deprese	31
depresion	106
deprival	1
deprivation	1
deprive	83
deprived	1
dep't	2
depth	27
deputation	2
depute	6
deputed	1
deputy	22
der	3
derail	3
derange	3
deranged	1
derangement	8
deranging	1
deregulate	2
deregulation	14
derelict	5
dereliction	3
deride	2
derision	1
derivative	1
derive	175
derne	1
derogation	10
derogatory	6
descend	10
descendant	10
descent	6
describe	58
description	51
descriptive	1
desecrate	1
desert	39
deserter	1
desertion	16
deserve	196
deserved	2
deservedly	2
deserving	14
desi	1
desideratum	1
design	241
designate	62
designated	1
designation	12
designer	2
designing	2
designit	1
desiline	2
desirability	19
desirable	245
desirablene	1
desirably	2
desire	597
desired	2
desirous	32
desist	3
desk	13
desolate	6
desolation	16
despair	27
despairing	2
despatch	1
desperado	1
desperate	16
desperately	9
desperation	1
despicable	3
despise	4
despite	69
despoil	1
despoiled	3
despondent	1
despot	2
despotic	10
despotism	18
destination	20
destine	50
destinieswithout	1
destiny	75
destitute	27
destitution	19
destroy	232
destroyer	26
destruction	183
destructive	67
detach	16
detached	3
detachment	26
detail	242
detailed	89
detailing	1
detain	20
detaine	1
detect	26
detection	12
detective	4
detente	1
detention	26
deter	43
deterence	1
deterent	29
deterenta	1
deteriorate	8
deterioration	8
determinable	1
determinate	1
